ID,Title,Abstract,Publication Year,Authors,Related_Topics,Citation Count,Reference Count
67856188,Detecting dementia in Mandarin Chinese using transfer learning from a parallel corpus,"Machine learning has shown promise for automatic detection of Alzheimer’s disease (AD) through speech; however, efforts are hampered by a scarcity of data, especially in languages other than English. We propose a method to learn a correspondence between independently engineered lexicosyntactic features in two languages, using a large parallel corpus of out-of-domain movie dialogue data. We apply it to dementia detection in Mandarin Chinese, and demonstrate that our method outperforms both unilingual and machine translation-based baselines. This appears to be the first study that transfers feature domains in detecting cognitive decline.",2019,"Bai Li,Y. Hsu,Frank Rudzicz","Medicine,Computer Science",10,23
58981712,Cross-lingual Language Model Pretraining,"Recent studies have demonstrated the efficiency of generative pretraining for English natural language understanding. In this work, we extend this approach to multiple languages and show the effectiveness of cross-lingual pretraining. We propose two methods to learn cross-lingual language models (XLMs): one unsupervised that only relies on monolingual data, and one supervised that leverages parallel data with a new cross-lingual language model objective. We obtain state-of-the-art results on cross-lingual classification, unsupervised and supervised machine translation. On XNLI, our approach pushes the state of the art by an absolute gain of 4.9% accuracy. On unsupervised machine translation, we obtain 34.3 BLEU on WMT’16 German-English, improving the previous state of the art by more than 9 BLEU. On supervised machine translation, we obtain a new state of the art of 38.5 BLEU on WMT’16 Romanian-English, outperforming the previous best approach by more than 4 BLEU. Our code and pretrained models will be made publicly available.",2019,"Guillaume Lample,Alexis Conneau",Computer Science,2274,52
57759363,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,"Transformers have a potential of learning longer-term dependency, but are limited by a fixed-length context in the setting of language modeling. We propose a novel neural architecture Transformer-XL that enables learning dependency beyond a fixed length without disrupting temporal coherence. It consists of a segment-level recurrence mechanism and a novel positional encoding scheme. Our method not only enables capturing longer-term dependency, but also resolves the context fragmentation problem. As a result, Transformer-XL learns dependency that is 80% longer than RNNs and 450% longer than vanilla Transformers, achieves better performance on both short and long sequences, and is up to 1,800+ times faster than vanilla Transformers during evaluation. Notably, we improve the state-of-the-art results of bpc/perplexity to 0.99 on enwiki8, 1.08 on text8, 18.3 on WikiText-103, 21.8 on One Billion Word, and 54.5 on Penn Treebank (without finetuning). When trained only on WikiText-103, Transformer-XL manages to generate reasonably coherent, novel text articles with thousands of tokens. Our code, pretrained models, and hyperparameters are available in both Tensorflow and PyTorch.",2019,"Zihang Dai,Zhilin Yang,Yiming Yang,J. Carbonell,Quoc V. Le,R. Salakhutdinov","Computer Science,Mathematics",2931,71
56482333,Conditional BERT Contextual Augmentation,,2018,"Xing Wu,Shangwen Lv,Liangjun Zang,Jizhong Han,Songlin Hu",Computer Science,242,42
209393462,Overview of the HASOC track at FIRE 2020: Hate Speech and Offensive Content Identification in Indo-European Languages,"With the growth of social media, the spread of hate speech is also increasing rapidly. Social media are widely used in many countries. Also Hate Speech is spreading in these countries. This brings a need for multilingual Hate Speech detection algorithms. Much research in this area is dedicated to English at the moment. The HASOC track intends to provide a platform to develop and optimize Hate Speech detection algorithms for Hindi, German and English. The dataset is collected from a Twitter archive and pre-classified by a machine learning system. HASOC has two sub-task for all three languages: task A is a binary classification problem (Hate and Not Offensive) while task B is a fine-grained classification problem for three classes (HATE) Hate speech, OFFENSIVE and PROFANITY. Overall, 252 runs were submitted by 40 teams. The performance of the best classification algorithms for task A are F1 measures of 0.51, 0.53 and 0.52 for English, Hindi, and German, respectively. For task B, the best classification algorithms achieved F1 measures of 0.26, 0.33 and 0.29 for English, Hindi, and German, respectively. This article presents the tasks and the data development as well as the results. The best performing algorithms were mainly variants of the transformer architecture BERT. However, also other systems were applied with good success",2021,"Thomas Mandl,Sandip J Modha,Prasenjit Majumder,Daksh Patel,Mohana Dave,Chintak Mandalia,Aditya Patel",Computer Science,289,48
211043589,LightGCN: Simplifying and Powering Graph Convolution Network for Recommendation,"Graph Convolution Network (GCN) has become new state-of-the-art for collaborative filtering. Nevertheless, the reasons of its effectiveness for recommendation are not well understood. Existing work that adapts GCN to recommendation lacks thorough ablation analyses on GCN, which is originally designed for graph classification tasks and equipped with many neural network operations. However, we empirically find that the two most common designs in GCNs -- feature transformation and nonlinear activation -- contribute little to the performance of collaborative filtering. Even worse, including them adds to the difficulty of training and degrades recommendation performance. In this work, we aim to simplify the design of GCN to make it more concise and appropriate for recommendation. We propose a new model named LightGCN, including only the most essential component in GCN -- neighborhood aggregation -- for collaborative filtering. Specifically, LightGCN learns user and item embeddings by linearly propagating them on the user-item interaction graph, and uses the weighted sum of the embeddings learned at all layers as the final embedding. Such simple, linear, and neat model is much easier to implement and train, exhibiting substantial improvements (about 16.0% relative improvement on average) over Neural Graph Collaborative Filtering (NGCF) -- a state-of-the-art GCN-based recommender model -- under exactly the same experimental setting. Further analyses are provided towards the rationality of the simple LightGCN from both analytical and empirical perspectives.",2020,"Xiangnan He,Kuan Deng,Xiang Wang,Yan Li,Yongdong Zhang,Meng Wang",Computer Science,1904,54
208201975,Learning Hierarchy-Aware Knowledge Graph Embeddings for Link Prediction,"Knowledge graph embedding, which aims to represent entities and relations as low dimensional vectors (or matrices, tensors, etc.), has been shown to be a powerful technique for predicting missing links in knowledge graphs. Existing knowledge graph embedding models mainly focus on modeling relation patterns such as symmetry/antisymmetry, inversion, and composition. However, many existing approaches fail to model semantic hierarchies, which are common in real-world applications. To address this challenge, we propose a novel knowledge graph embedding model—namely, Hierarchy-Aware Knowledge Graph Embedding (HAKE)—which maps entities into the polar coordinate system. HAKE is inspired by the fact that concentric circles in the polar coordinate system can naturally reflect the hierarchy. Specifically, the radial coordinate aims to model entities at different levels of the hierarchy, and entities with smaller radii are expected to be at higher levels; the angular coordinate aims to distinguish entities at the same level of the hierarchy, and these entities are expected to have roughly the same radii but different angles. Experiments demonstrate that HAKE can effectively model the semantic hierarchies in knowledge graphs, and significantly outperforms existing state-of-the-art methods on benchmark datasets for the link prediction task.",2019,"Zhanqiu Zhang,Jianyu Cai,Yongdong Zhang,Jie Wang","Computer Science,Mathematics",254,33
208006241,KEPLER: A Unified Model for Knowledge Embedding and Pre-trained Language Representation,"Abstract Pre-trained language representation models (PLMs) cannot well capture factual knowledge from text. In contrast, knowledge embedding (KE) methods can effectively represent the relational facts in knowledge graphs (KGs) with informative entity embeddings, but conventional KE models cannot take full advantage of the abundant textual information. In this paper, we propose a unified model for Knowledge Embedding and Pre-trained LanguagERepresentation (KEPLER), which can not only better integrate factual knowledge into PLMs but also produce effective text-enhanced KE with the strong PLMs. In KEPLER, we encode textual entity descriptions with a PLM as their embeddings, and then jointly optimize the KE and language modeling objectives. Experimental results show that KEPLER achieves state-of-the-art performances on various NLP tasks, and also works remarkably well as an inductive KE model on KG link prediction. Furthermore, for pre-training and evaluating KEPLER, we construct Wikidata5M1 , a large-scale KG dataset with aligned entity descriptions, and benchmark state-of-the-art KE methods on it. It shall serve as a new KE benchmark and facilitate the research on large KG, inductive KE, and KG with text. The source code can be obtained from https://github.com/THU-KEG/KEPLER.",2019,"Xiaozhi Wang,Tianyu Gao,Zhaocheng Zhu,Zhiyuan Liu,Juan-Zi Li,Jian Tang",Computer Science,419,75
208117506,HuggingFace's Transformers: State-of-the-art Natural Language Processing,"Recent progress in natural language processing has been driven by advances in both model architecture and model pretraining. Transformer architectures have facilitated building higher-capacity models and pretraining has made it possible to effectively utilize this capacity for a wide variety of tasks. \textit{Transformers} is an open-source library with the goal of opening up these advances to the wider machine learning community. The library consists of carefully engineered state-of-the art Transformer architectures under a unified API. Backing this library is a curated collection of pretrained models made by and available for the community. \textit{Transformers} is designed to be extensible by researchers, simple for practitioners, and fast and robust in industrial deployments. The library is available at \url{this https URL}.",2019,"Thomas Wolf,Lysandre Debut,Victor Sanh,Julien Chaumond,Clement Delangue,Anthony Moi,Pierric Cistac,Tim Rault,Rémi Louf,Morgan Funtowicz,Jamie Brew",Computer Science,9840,65
202661068,Enriching BERT with Knowledge Graph Embeddings for Document Classification,"In this paper, we focus on the classification of books using short descriptive texts (cover blurbs) and additional metadata. Building upon BERT, a deep neural language model, we demonstrate how to combine text representations with metadata and knowledge graph embeddings, which encode author information. Compared to the standard BERT approach we achieve considerably better results for the classification task. For a more coarse-grained classification using eight labels we achieve an F1- score of 87.20, while a detailed classification using 343 labels yields an F1-score of 64.70. We make the source code and trained models of our experiments publicly available",2019,"Malte Ostendorff,Peter Bourgonje,Maria Berger,J. Schneider,Georg Rehm,Bela Gipp",Computer Science,68,18
202539519,KG-BERT: BERT for Knowledge Graph Completion,"Knowledge graphs are important resources for many artificial intelligence tasks but often suffer from incompleteness. In this work, we propose to use pre-trained language models for knowledge graph completion. We treat triples in knowledge graphs as textual sequences and propose a novel framework named Knowledge Graph Bidirectional Encoder Representations from Transformer (KG-BERT) to model these triples. Our method takes entity and relation descriptions of a triple as input and computes scoring function of the triple with the KG-BERT language model. Experimental results on multiple benchmark knowledge graphs show that our method can achieve state-of-the-art performance in triple classification, link prediction and relation prediction tasks.",2019,"Liang Yao,Chengsheng Mao,Yuan Luo",Computer Science,359,44
199001173,What BERT Is Not: Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models,"Pre-training by language modeling has become a popular and successful approach to NLP tasks, but we have yet to understand exactly what linguistic capacities these pre-training processes confer upon models. In this paper we introduce a suite of diagnostics drawn from human language experiments, which allow us to ask targeted questions about information used by language models for generating predictions in context. As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation.",2019,Allyson Ettinger,Computer Science,489,40
189998980,Barack’s Wife Hillary: Using Knowledge Graphs for Fact-Aware Language Modeling,"Modeling human language requires the ability to not only generate fluent text but also encode factual knowledge. However, traditional language models are only capable of remembering facts seen at training time, and often have difficulty recalling them. To address this, we introduce the knowledge graph language model (KGLM), a neural language model with mechanisms for selecting and copying facts from a knowledge graph that are relevant to the context. These mechanisms enable the model to render information it has never seen before, as well as generate out-of-vocabulary tokens. We also introduce the Linked WikiText-2 dataset, a corpus of annotated text aligned to the Wikidata knowledge graph whose contents (roughly) match the popular WikiText-2 benchmark. In experiments, we demonstrate that the KGLM achieves significantly better performance than a strong baseline language model. We additionally compare different language model’s ability to complete sentences requiring factual knowledge, showing that the KGLM outperforms even very large language models in generating facts.",2019,"IV RobertL.Logan,Nelson F. Liu,Matthew E. Peters,Matt Gardner,Sameer Singh",Computer Science,158,29
205717769,Mechanistic Model‐Informed Proarrhythmic Risk Assessment of Drugs: Review of the “CiPA” Initiative and Design of a Prospective Clinical Validation Study,"The Comprehensive in vitro Proarrhythmia Assay (CiPA) initiative is developing and validating a mechanistic‐based assessment of the proarrhythmic risk of drugs. CiPA proposes to assess a drug's effect on multiple ion channels and integrate the effects in a computer model of the human cardiomyocyte to predict proarrhythmic risk. Unanticipated or missed effects will be assessed with human stem cell‐derived cardiomyocytes and electrocardiogram (ECG) analysis in early phase I clinical trials. This article provides an overview of CiPA and the rationale and design of the CiPA phase I ECG validation clinical trial, which involves assessing an additional ECG biomarker (J‐Tpeak) for QT prolonging drugs. If successful, CiPA will 1) create a pathway for drugs with hERG block / QT prolongation to advance without intensive ECG monitoring in phase III trials if they have low proarrhythmic risk; and 2) enable updating drug labels to be more informative about proarrhythmic risk, not just QT prolongation.",2017,"J. Vicente,R. Zusterzeel,L. Johannesen,J. Mason,P. Sager,Vikram Patel,M. Matta,Zhihua Li,Jiang Liu,C. Garnett,N. Stockbridge,I. Zineh,D. Strauss",Medicine,92,58
3809477,Effects of hawthorn (Crataegus pentagyna) leaf extract on electrophysiologic properties of cardiomyocytes derived from human cardiac arrhythmia‐specific induced pluripotent stem cells,"Cardiac arrhythmias are major life‐threatening conditions. The landmark discovery of induced pluripotent stem cells has provided a promising in vitro system for modeling hereditary cardiac arrhythmias as well as drug development and toxicity testing. Nowadays, nutraceuticals are frequently used as supplements for cardiovascular therapy. Here we studied the cardiac effects of hawthorn (Crataegus pentagyna) leaf extract using cardiomyocytes (CMs) differentiated from healthy human embryonic stem cells, long QT syndrome type 2 (LQTS2), and catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1) patient‐specific induced pluripotent stem cells. The hydroalcoholic extract resulted in a dose‐dependent negative chronotropic effect in all CM preparations leading to a significant reduction at 1000 μg/ml. This was accompanied by prolongation of field potential durations, although with different magnitudes in CMs from different human embryonic stem cell and iPSC lines. Hawthorn further prolonged field potential durations in LQTS2 CMs but reduced the beating frequencies and occurrence of immature field potentials triggered by β1‐adrenergic stimulation in CPVT1 CMs at 300 and 1000 μg/ml. Furthermore, isoquercetin and vitexin flavonoids significantly slowed down isoproterenol (5 μM)‐induced beating frequencies at 3 and 10 μg/ml. Therefore, C. pentagyna leaf extract and its isoquercetin and vitexin flavonoids may be introduced as a novel nutraceutical with antiarrhythmic potential for CPVT1 patients.—Pahlavan, S., Tousi, M. S., Ayyari, M., Alirezalu, A., Ansari, H., Saric, T., Baharvand, H. Effects of hawthorn (Crataegus pentagyna) leaf extract on electrophysiologic properties of cardiomyocytes derived from human cardiac arrhythmia‐specific induced pluripotent stem cells. FASEB J. 32,1440‐1451 (2018). www.fasebj.org",2017,"S. Pahlavan,M. Tousi,M. Ayyari,A. Alirezalu,H. Ansari,T. Šarić,H. Baharvand","Biology,Medicine",20,66
7649281,Electrocardiographic biomarkers to confirm drug's electrophysiological effects used for proarrhythmic risk prediction under CiPA.,,2017,"J. Vicente,Meisam Hosseini,L. Johannesen,D. Strauss",Medicine,14,19
152602,Nonclinical cardiovascular safety of pitolisant: comparing International Conference on Harmonization S7B and Comprehensive in vitro Pro‐arrhythmia Assay initiative studies,We evaluated the concordance of results from two sets of nonclinical cardiovascular safety studies on pitolisant.,2017,"X. Ligneau,R. Shah,I. Berrebi‐Bertrand,Gary R. Mirams,P. Robert,L. Landais,P. Maison-Blanche,J. Faivre,J. Lecomte,J. Schwartz",Medicine,13,55
6823583,Personalized Monitoring and Advance Warning System for Cardiac Arrhythmias,,2017,"S. Kiranyaz,T. Ince,M. Gabbouj","Computer Science,Medicine",89,23
4906448,CSAHi study‐2: Validation of multi‐electrode array systems (MEA60/2100) for prediction of drug‐induced proarrhythmia using human iPS cell‐derived cardiomyocytes: Assessment of reference compounds and comparison with non‐clinical studies and clinical information,,2017,"Yumiko Nozaki,Y. Honda,Hitoshi Watanabe,Shota Saiki,K. Koyabu,T. Itoh,Chiho Nagasawa,Chiaki Nakamori,Chiaki Nakayama,Hiroshi Iwasaki,Shinobu Suzuki,Kohji Tanaka,Etsushi Takahashi,Kaori Miyamoto,Kaoru Morimura,Atsuhiro Yamanishi,H. Endo,J. Shinozaki,H. Nogawa,T. Shinozawa,Fumiyo Saito,T. Kunimatsu",Medicine,27,70
4244020,The Evolving Roles of Human iPSC-Derived Cardiomyocytes in Drug Safety and Discovery.,,2017,"G. Gintant,B. Fermini,N. Stockbridge,D. Strauss","Biology,Medicine",67,9
5045541,Electrophysiological Analysis of human Pluripotent Stem Cell-derived Cardiomyocytes (hPSC-CMs) Using Multi-electrode Arrays (MEAs),"Cardiomyocytes can now be derived with high efficiency from both human embryonic and human induced-Pluripotent Stem Cells (hPSC). hPSC-derived cardiomyocytes (hPSC-CMs) are increasingly recognized as having great value for modeling cardiovascular diseases in humans, especially arrhythmia syndromes. They have also demonstrated relevance as in vitro systems for predicting drug responses, which makes them potentially useful for drug-screening and discovery, safety pharmacology and perhaps eventually for personalized medicine. This would be facilitated by deriving hPSC-CMs from patients or susceptible individuals as hiPSCs. For all applications, however, precise measurement and analysis of hPSC-CM electrical properties are essential for identifying changes due to cardiac ion channel mutations and/or drugs that target ion channels and can cause sudden cardiac death. Compared with manual patch-clamp, multi-electrode array (MEA) devices offer the advantage of allowing medium- to high-throughput recordings. This protocol describes how to dissociate 2D cell cultures of hPSC-CMs to small aggregates and single cells and plate them on MEAs to record their spontaneous electrical activity as field potential. Methods for analyzing the recorded data to extract specific parameters, such as the QT and the RR intervals, are also described here. Changes in these parameters would be expected in hPSC-CMs carrying mutations responsible for cardiac arrhythmias and following addition of specific drugs, allowing detection of those that carry a cardiotoxic risk.",2017,"L. Sala,D. Ward-van Oostwaard,L. Tertoolen,C. Mummery,M. Bellin",Medicine,36,62
2088679,A survey on deep learning in medical image analysis,,2017,"G. Litjens,Thijs Kooi,B. Bejnordi,A. Setio,F. Ciompi,Mohsen Ghafoorian,J. Laak,B. Ginneken,C. I. Sánchez","Computer Science,Medicine",8608,401
3902629,Interpretation of field potentials measured on a multi electrode array in pharmacological toxicity screening on primary and human pluripotent stem cell-derived cardiomyocytes,,2017,"L. Tertoolen,S. Braam,B. V. Meer,R. Passier,C. Mummery,C. Mummery","Medicine,Chemistry",53,11
5791183,Unsupervised Learning of Discriminative Attributes and Visual Representations,"Attributes offer useful mid-level features to interpret visual data. While most attribute learning methods are supervised by costly human-generated labels, we introduce a simple yet powerful unsupervised approach to learn and predict visual attributes directly from data. Given a large unlabeled image collection as input, we train deep Convolutional Neural Networks (CNNs) to output a set of discriminative, binary attributes often with semantic meanings. Specifically, we first train a CNN coupled with unsupervised discriminative clustering, and then use the cluster membership as a soft supervision to discover shared attributes from the clusters while maximizing their separability. The learned attributes are shown to be capable of encoding rich imagery properties from both natural images and contour patches. The visual representations learned in this way are also transferrable to other tasks such as object detection. We show other convincing results on the related tasks of image retrieval and classification, and contour detection.",2016,"Chen Huang,Chen Change Loy,Xiaoou Tang",Computer Science,93,59
288278,Semi-supervised Zero-Shot Learning by a Clustering-based Approach,"In some of object recognition problems, labeled data may not be available for all categories. Zero-shot learning utilizes auxiliary information (also called signatures) describing each category in order to find a classifier that can recognize samples from categories with no labeled instance. In this paper, we propose a novel semi-supervised zero-shot learning method that works on an embedding space corresponding to abstract deep visual features. We seek a linear transformation on signatures to map them onto the visual features, such that the mapped signatures of the seen classes are close to labeled samples of the corresponding classes and unlabeled data are also close to the mapped signatures of one of the unseen classes. 
We use the idea that the rich deep visual features provide a representation space in which samples of each class are usually condensed in a cluster. The effectiveness of the proposed method is demonstrated through extensive experiments on four public benchmarks improving the state-of-the-art prediction accuracy on three of them.",2016,"Seyed Mohsen Shojaee,M. Baghshah",Computer Science,35,44
15669481,Neighborhood Sensitive Mapping for Zero-Shot Classification using Independently Learned Semantic Embeddings,"In a traditional setting, classifiers are trained to approximate a target function $f:X \rightarrow Y$ where at least a sample for each $y \in Y$ is presented to the training algorithm. In a zero-shot setting we have a subset of the labels $\hat{Y} \subset Y$ for which we do not observe any corresponding training instance. Still, the function $f$ that we train must be able to correctly assign labels also on $\hat{Y}$. In practice, zero-shot problems are very important especially when the label set is large and the cost of editorially label samples for all possible values in the label set might be prohibitively high. Most recent approaches to zero-shot learning are based on finding and exploiting relationships between labels using semantic embeddings. We show in this paper that semantic embeddings, despite being very good at capturing relationships between labels, are not very good at capturing the relationships among labels in a data-dependent manner. For this reason, we propose a novel two-step process for learning a zero-shot classifier. In the first step, we learn what we call a \emph{property embedding space} capturing the ""\emph{learnable}"" features of the label set. Then, we exploit the learned properties in order to reduce the generalization error for a linear nearest neighbor-based classifier.",2016,"Gaurav Singh,F. Silvestri,J. Shawe-Taylor",Computer Science,1,29
13525770,Semi-supervised Vocabulary-Informed Learning,"Despite significant progress in object categorization, in recent years, a number of important challenges remain, mainly, ability to learn from limited labeled data and ability to recognize object classes within large, potentially open, set of labels. Zero-shot learning is one way of addressing these challenges, but it has only been shown to work with limited sized class vocabularies and typically requires separation between supervised and unsupervised classes, allowing former to inform the latter but not vice versa. We propose the notion of semi-supervised vocabulary-informed learning to alleviate the above mentioned challenges and address problems of supervised, zero-shot and open set recognition using a unified framework. Specifically, we propose a maximum margin framework for semantic manifold-based recognition that incorporates distance constraints from (both supervised and unsupervised) vocabulary atoms, ensuring that labeled samples are projected closest to their correct prototypes, in the embedding space, than to others. We show that resulting model shows improvements in supervised, zero-shot, and large open set recognition, with up to 310K class vocabulary on AwA and ImageNet datasets.",2016,"Yanwei Fu,L. Sigal","Computer Science,Mathematics",129,53
13897053,Less is More: Zero-Shot Learning from Online Textual Documents with Noise Suppression,"Classifying a visual concept merely from its associated online textual source, such as a Wikipedia article, is an attractive research topic in zero-shot learning because it alleviates the burden of manually collecting semantic attributes. Recent work has pursued this approach by exploring various ways of connecting the visual and text domains. In this paper, we revisit this idea by going further to consider one important factor: the textual representation is usually too noisy for the zero-shot learning application. This observation motivates us to design a simple yet effective zero-shot learning method that is capable of suppressing noise in the text. Specifically, we propose an l2,1-norm based objective function which can simultaneously suppress the noisy signal in the text and learn a function to match the text document and visual features. We also develop an optimization algorithm to efficiently solve the resulting problem. By conducting experiments on two large datasets, we demonstrate that the proposed method significantly outperforms those competing methods which rely on online information sources but with no explicit noise suppression. Furthermore, we make an in-depth analysis of the proposed method and provide insight as to what kind of information in documents is useful for zero-shot learning.",2016,"Ruizhi Qiao,Lingqiao Liu,Chunhua Shen,A. Hengel",Computer Science,174,28
11621384,Multi-cue Zero-Shot Learning with Strong Supervision,"Scaling up visual category recognition to large numbers of classes remains challenging. A promising research direction is zero-shot learning, which does not require any training data to recognize new classes, but rather relies on some form of auxiliary information describing the new classes. Ultimately, this may allow to use textbook knowledge that humans employ to learn about new classes by transferring knowledge from classes they know well. The most successful zero-shot learning approaches currently require a particular type of auxiliary information - namely attribute annotations performed by humans - that is not readily available for most classes. Our goal is to circumvent this bottleneck by substituting such annotations by extracting multiple pieces of information from multiple unstructured text sources readily available on the web. To compensate for the weaker form of auxiliary information, we incorporate stronger supervision in the form of semantic part annotations on the classes from which we transfer knowledge. We achieve our goal by a joint embedding framework that maps multiple text parts as well as multiple semantic parts into a common space. Our results consistently and significantly improve on the state-of-the-art in zero-short recognition and retrieval.",2016,"Zeynep Akata,Mateusz Malinowski,Mario Fritz,B. Schiele",Computer Science,138,55
2004024,Latent Embeddings for Zero-Shot Classification,"We present a novel latent embedding model for learning a compatibility function between image and class embeddings, in the context of zero-shot classification. The proposed method augments the state-of-the-art bilinear compatibility model by incorporating latent variables. Instead of learning a single bilinear map, it learns a collection of maps with the selection, of which map to use, being a latent variable for the current image-class pair. We train the model with a ranking based objective function which penalizes incorrect rankings of the true class for a given image. We empirically demonstrate that our model improves the state-of-the-art for various class embeddings consistently on three challenging publicly available datasets for the zero-shot setting. Moreover, our method leads to visually highly interpretable results with clear clusters of different fine-grained object properties that correspond to different latent variable maps.",2016,"Yongqin Xian,Zeynep Akata,Gaurav Sharma,Quynh N. Nguyen,Matthias Hein,B. Schiele","Computer Science,Mathematics",666,43
1580181,Synthesized Classifiers for Zero-Shot Learning,"Given semantic descriptions of object classes, zero-shot learning aims to accurately recognize objects of the unseen classes, from which no examples are available at the training stage, by associating them to the seen classes, from which labeled examples are provided. We propose to tackle this problem from the perspective of manifold learning. Our main idea is to align the semantic space that is derived from external information to the model space that concerns itself with recognizing visual features. To this end, we introduce a set of ""phantom"" object classes whose coordinates live in both the semantic space and the model space. Serving as bases in a dictionary, they can be optimized from labeled data such that the synthesized real object classifiers achieve optimal discriminative performance. We demonstrate superior accuracy of our approach over the state of the art on four benchmark datasets for zero-shot learning, including the full ImageNet Fall 2011 dataset with more than 20,000 unseen classes.",2016,"Soravit Changpinyo,Wei-Lun Chao,Boqing Gong,Fei Sha",Computer Science,710,55
15942776,Semi-Supervised Zero-Shot Classification with Label Representation Learning,"Given the challenge of gathering labeled training data, zero-shot classification, which transfers information from observed classes to recognize unseen classes, has become increasingly popular in the computer vision community. Most existing zero-shot learning methods require a user to first provide a set of semantic visual attributes for each class as side information before applying a two-step prediction procedure that introduces an intermediate attribute prediction problem. In this paper, we propose a novel zero-shot classification approach that automatically learns label embeddings from the input data in a semi-supervised large-margin learning framework. The proposed framework jointly considers multi-class classification over all classes (observed and unseen) and tackles the target prediction problem directly without introducing intermediate prediction problems. It also has the capacity to incorporate semantic label information from different sources when available. To evaluate the proposed approach, we conduct experiments on standard zero-shot data sets. The empirical results show the proposed approach outperforms existing state-of-the-art zero-shot learning methods.",2015,"X. Li,Yuhong Guo,Dale Schuurmans",Computer Science,115,34
446581,Zero-Shot Learning via Semantic Similarity Embedding,"In this paper we consider a version of the zero-shot learning problem where seen class source and target domain data are provided. The goal during test-time is to accurately predict the class label of an unseen target domain instance based on revealed source domain side information (e.g. attributes) for unseen classes. Our method is based on viewing each source or target data as a mixture of seen class proportions and we postulate that the mixture patterns have to be similar if the two instances belong to the same unseen class. This perspective leads us to learning source/target embedding functions that map an arbitrary source/target domain data into a same semantic space where similarity can be readily measured. We develop a max-margin framework to learn these similarity functions and jointly optimize parameters by means of cross validation. Our test results are compelling, leading to significant improvement in terms of accuracy on most benchmark datasets for zero-shot recognition.",2015,"Ziming Zhang,Venkatesh Saligrama","Computer Science,Mathematics",581,49
208138555,SiamCAR: Siamese Fully Convolutional Classification and Regression for Visual Tracking,"By decomposing the visual tracking task into two subproblems as classification for pixel category and regression for object bounding box at this pixel, we propose a novel fully convolutional Siamese network to solve visual tracking end-to-end in a per-pixel manner. The proposed framework SiamCAR consists of two simple subnetworks: one Siamese subnetwork for feature extraction and one classification-regression subnetwork for bounding box prediction. Different from state-of-the-art trackers like Siamese-RPN, SiamRPN++ and SPM, which are based on region proposal, the proposed framework is both proposal and anchor free. Consequently, we are able to avoid the tricky hyper-parameter tuning of anchors and reduce human intervention. The proposed framework is simple, neat and effective. Extensive experiments and comparisons with state-of-the-art trackers are conducted on challenging benchmarks including GOT-10K, LaSOT, UAV123 and OTB-50. Without bells and whistles, our SiamCAR achieves the leading performance with a considerable real-time speed. The code is available at https://github.com/ohhhyeahhh/SiamCAR.",2019,"Dongyan Guo,Jun Wang,Ying Cui,Zhenhua Wang,Shengyong Chen",Computer Science,415,42
